time,vpsat,mfvpd,gmin,gmin_mean
20,3.20529613825909,0.0161679502560357,0,6.80123267434166
40,3.16739222244424,0.0159767577424678,6.8471830744734,6.80123267434166
60,3.14858716098154,0.0158819024513571,6.88807814644651,6.80123267434166
80,3.12987946386527,0.0157875382792699,6.92924908646662,6.80123267434166
100,3.12987946386527,0.0154287305911047,7.09039441405886,6.80123267434166
120,3.11126870793437,0.0153369889305489,9.98593009177987,6.80123267434166
140,3.07433633416944,0.015154930914741,4.33109668983501,6.80123267434166
160,3.05601387718826,0.0143639308683616,6.09280488477677,6.80123267434166
180,3.05601387718826,0.0140135910910845,6.24512500689625,6.80123267434166
